sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label,time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), , conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12)
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:07.022121,2022-09-16 11:48:07.027991,1663321687.022121,1663321687.027991,2007.511784,2007.517654,0.005871,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,442846.877,790311.35,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0012334585189819,0.0006522337595621,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000593,0.000363,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:07.202538,2022-09-16 11:48:07.610665,1663321687.202538,1663321687.610665,2007.692201,2008.100328,0.408128,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24286.494,18288.377,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0204063534736633,0.0290966374533517,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.196,0.199,0.0,0.0,0.02085,0.028529,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.23,02:42:c0:a8:00:0b,02:42:c0:a8:00:17,192.168.0.11,192.168.0.23,IPV4-TCP,2022-09-16 11:47:51.900063,2022-09-16 11:47:51.900833,1663321671.900063,1663321671.900833,1992.389726,1992.390496,0.000771,1.0,2.0,64.0,121.0,64.0,69.0,64.0,52.0,64.0,60.5,664198.76,1255750.781,12.0,17.0,12.0,17.0,12.0,0.0,12.0,8.5,,0.0007698535919189,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.0,0.001,0.0,0.000724,4.6e-05,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:07.520271,2022-09-16 11:48:08.019608,1663321687.520271,1663321688.019608,2008.009934,2008.509271,0.499338,12.0,24.0,780.0,1392.0,65.0,64.0,65.0,52.0,65.0,58.0,12496.546,22301.529,156.0,144.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0453306328166614,0.0217103025187616,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.483,0.0,0.0,0.000546,0.021472,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:07.801888,2022-09-16 11:48:08.208348,1663321687.801888,1663321688.208348,2008.291551,2008.698011,0.406461,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,23362.632,18363.383,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0213731590070222,0.0290286370686122,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.209,0.199,0.0,0.0,0.023883,0.028364,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:07.531234,2022-09-16 11:48:08.029293,1663321687.531234,1663321688.029293,2008.020897,2008.518956,0.49806,10.0,18.0,650.0,1056.0,65.0,64.0,65.0,52.0,65.0,58.667,10440.508,16961.811,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.667,0.0552685525682237,0.0292975902557373,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000348,0.031667,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:08.400876,2022-09-16 11:48:08.805157,1663321688.400876,1663321688.805157,2008.890539,2009.29482,0.404282,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24517.546,18462.365,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0201698422431945,0.0288525649479457,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.196,0.2,0.0,0.0,0.020108,0.028887,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:08.021615,2022-09-16 11:48:08.517489,1663321688.021615,1663321688.517489,2008.511278,2009.007152,0.495875,12.0,24.0,780.0,1392.0,65.0,64.0,65.0,52.0,65.0,58.0,12583.818,22457.276,156.0,144.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0450274727561257,0.0215597360030464,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.484,0.0,0.0,0.000635,0.021265,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:09.008672,2022-09-16 11:48:09.508494,1663321689.008672,1663321689.508494,2009.498335,2009.998157,0.499823,8.0,17.0,520.0,992.0,65.0,64.0,65.0,52.0,65.0,58.353,8322.948,15877.624,104.0,108.0,13.0,12.0,13.0,0.0,13.0,6.353,0.000453131539481,0.0312388688325881,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.496,0.0,0.0,0.000194,0.031172,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:08.518152,2022-09-16 11:48:09.013470,1663321688.518152,1663321689.01347,2009.007815,2009.503133,0.495319,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10498.286,18735.403,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0549902121225992,0.0260693650496633,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.492,0.0,0.0,0.000154,0.026002,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:09.005868,2022-09-16 11:48:09.408311,1663321689.005868,1663321689.408311,2009.495531,2009.897974,0.402444,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24629.518,18546.683,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0200222492218017,0.0287390095846993,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.201,0.199,0.0,0.0,0.01965,0.028183,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:09.510708,2022-09-16 11:48:09.560632,1663321689.510708,1663321689.560632,2010.000371,2010.050295,0.049925,8.0,9.0,520.0,552.0,65.0,64.0,65.0,52.0,65.0,61.333,83325.16,88452.862,104.0,84.0,13.0,12.0,13.0,0.0,13.0,9.333,0.000997713633946,0.0062308609485626,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.778,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.043,0.0,0.0,0.000489,0.005175,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:09.521670,2022-09-16 11:48:09.525013,1663321689.52167,1663321689.525013,2010.011333,2010.014676,0.003344,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,777542.911,1387615.04,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0006752610206604,0.000371429655287,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000337,0.0002,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:09.600913,2022-09-16 11:48:10.068903,1663321689.600913,1663321690.068903,2010.090576,2010.558566,0.467991,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,20290.992,15949.027,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0246121005008095,0.0303072759083339,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.202,0.201,0.0,0.0,0.024716,0.02966,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:10.022639,2022-09-16 11:48:10.521670,1663321690.022639,1663321690.52167,2010.512302,2011.011333,0.499032,16.0,31.0,1040.0,1804.0,65.0,64.0,65.0,52.0,65.0,58.194,16672.275,28919.985,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.194,0.0331658681233724,0.0166249990463256,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.516,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.483,0.0,0.0,0.000624,0.01633,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:10.200113,2022-09-16 11:48:10.606803,1663321690.200113,1663321690.606803,2010.689776,2011.096466,0.406691,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24372.319,18353.006,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203173995018005,0.02903299672263,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.196,0.202,0.0,0.0,0.019949,0.029246,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:10.032101,2022-09-16 11:48:10.526879,1663321690.032101,1663321690.526879,2010.521764,2011.016542,0.494779,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10509.739,18755.843,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0549110041724311,0.0260409555937114,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.48,0.0,0.0,0.00051,0.028064,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:10.801314,2022-09-16 11:48:11.203594,1663321690.801314,1663321691.203594,2011.290977,2011.693257,0.402281,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24639.502,18554.201,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0200727939605712,0.0287329980305262,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.21,0.203,0.0,0.0,0.021962,0.028835,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:10.565850,2022-09-16 11:48:11.030000,1663321690.56585,1663321691.03,2011.055513,2011.519663,0.464151,8.0,17.0,520.0,980.0,65.0,64.0,65.0,52.0,65.0,57.647,8962.601,16891.057,104.0,96.0,13.0,12.0,13.0,0.0,13.0,5.647,0.0013132776532854,0.0290093719959259,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.003,0.0,0.0,0.0005,0.00048,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:11.400541,2022-09-16 11:48:11.811286,1663321691.400541,1663321691.811286,2011.890204,2012.300949,0.410746,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24131.707,18171.818,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0204821467399597,0.0293290615081787,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.22,0.2,0.0,0.0,0.02041,0.028804,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:11.512224,2022-09-16 11:48:11.519865,1663321691.512224,1663321691.519865,2012.001887,2012.009528,0.007642,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,544354.627,971463.643,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0010018348693847,0.0005094051361083,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000483,0.000273,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:11.030350,2022-09-16 11:48:11.523679,1663321691.03035,1663321691.523679,2011.520013,2012.013342,0.49333,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10540.611,18810.936,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0547692245907253,0.0259646867450914,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.484,0.0,0.0,0.000429,0.025786,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:12.014796,2022-09-16 11:48:12.514739,1663321692.014796,1663321692.514739,2012.504459,2013.004402,0.499944,10.0,14.0,650.0,848.0,65.0,64.0,65.0,52.0,65.0,60.571,10401.165,13569.519,130.0,120.0,13.0,12.0,13.0,0.0,13.0,8.571,0.0554766654968261,0.0384276096637432,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.485,0.0,0.0,0.000561,0.041178,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:12.001190,2022-09-16 11:48:12.406315,1663321692.00119,1663321692.406315,2012.490853,2012.895978,0.405126,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24466.454,18423.891,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0201516032218933,0.0289156436920166,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.192,0.199,0.0,0.0,0.022081,0.029214,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:12.514863,2022-09-16 11:48:13.014769,1663321692.514863,1663321693.014769,2013.004526,2013.504432,0.499907,8.0,18.0,520.0,1044.0,65.0,64.0,65.0,52.0,65.0,58.0,8321.547,16707.105,104.0,108.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0711775847843715,0.0294062390046961,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.492,0.0,0.0,0.000353,0.03109,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:12.028823,2022-09-16 11:48:12.523832,1663321692.028823,1663321692.523832,2012.518486,2013.013495,0.49501,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10504.834,18747.089,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0549591117435031,0.0260531149412456,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.487,0.0,0.0,0.000237,0.025944,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:12.601403,2022-09-16 11:48:13.022824,1663321692.601403,1663321693.022824,2013.091066,2013.512487,0.421422,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,23520.364,17711.46,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0210395574569702,0.0300570726394653,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.202,0.0,0.0,0.02152,0.029096,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:13.015539,2022-09-16 11:48:13.515197,1663321693.015539,1663321693.515197,2013.505202,2014.00486,0.499659,9.0,17.0,585.0,980.0,65.0,64.0,65.0,52.0,65.0,57.647,9366.386,15690.698,117.0,96.0,13.0,12.0,13.0,0.0,13.0,5.647,0.0624526441097259,0.0312258750200271,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.471,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.494,0.0,0.0,0.000245,0.029304,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:13.018278,2022-09-16 11:48:13.518105,1663321693.018278,1663321693.518105,2013.507941,2014.007768,0.499828,5.0,11.0,325.0,644.0,65.0,64.0,65.0,52.0,65.0,58.545,5201.788,10307.543,65.0,72.0,13.0,12.0,13.0,0.0,13.0,6.545,0.0012094974517822,0.0499827146530151,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.545,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.494,0.0,0.0,0.000707,0.049649,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:13.201708,2022-09-16 11:48:13.603683,1663321693.201708,1663321693.603683,2013.691371,2014.093346,0.401976,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24658.194,18568.277,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0200655460357666,0.0287124940327235,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.2,0.0,0.0,0.022477,0.029019,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:13.515558,2022-09-16 11:48:13.517610,1663321693.515558,1663321693.51761,2014.005221,2014.007273,0.002053,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,1266396.973,2260031.521,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0004517436027526,0.0002280076344807,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000216,0.000121,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:48:13.518969,2022-09-16 11:48:13.523450,1663321693.518969,1663321693.52345,2014.008632,2014.013113,0.004482,5.0,9.0,325.0,516.0,65.0,64.0,65.0,52.0,65.0,57.333,580119.038,921050.535,65.0,48.0,13.0,12.0,13.0,0.0,13.0,5.333,0.001114010810852,0.000544250011444,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.444,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.002,0.0,0.0,0.000322,0.000401,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:13.801487,2022-09-16 11:48:14.212686,1663321693.801487,1663321694.212686,2014.29115,2014.702349,0.4112,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24105.053,18151.747,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.020528507232666,0.0293605668204171,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.204,0.207,0.0,0.0,0.02044,0.028845,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:14.017244,2022-09-16 11:48:14.516864,1663321694.017244,1663321694.516864,2014.506907,2015.006527,0.499621,15.0,27.0,975.0,1584.0,65.0,64.0,65.0,52.0,65.0,58.667,15611.835,25363.227,195.0,180.0,13.0,12.0,13.0,0.0,13.0,6.667,0.0356467791966029,0.0192161523378812,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.486,0.0,0.0,0.000396,0.020705,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:48:14.401354,2022-09-16 11:48:14.865021,1663321694.401354,1663321694.865021,2014.891017,2015.354684,0.463668,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,20480.175,16097.728,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0243658893986752,0.0300301313400268,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.211,0.2,0.0,0.0,0.024577,0.028798,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:48:14.518464,2022-09-16 11:48:15.018370,1663321694.518464,1663321695.01837,2015.008127,2015.508033,0.499907,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,8321.551,14850.767,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0713250296456473,0.0333270549774169,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000435,0.033113,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
